键  英文    中文
options.graphics.warning.version	OpenGL Version detected: [%s]	检测到OpenGL版本：[%s]
options.guiScale	GUI Scale	界面尺寸
options.guiScale.auto	Auto	自动
options.hidden	Hidden	隐藏
options.hideLightningFlashes	Hide Lightning Flashes	隐藏闪电的闪烁效果
options.hideLightningFlashes.tooltip	Prevents Lightning Bolts from making the sky flash. The bolts themselves will still be visible.	关闭闪电造成的天空闪烁效果。闪电本身仍将可见。
options.hideMatchedNames	Hide Matched Names	隐藏匹配的名称
options.hideMatchedNames.tooltip	3rd-party Servers may send chat messages in non-standard formats.\nWith this option on, hidden players will be matched based on chat sender names.	第三方服务器也许会发送非标准格式的聊天消息。\n此设置打开后，被隐藏的玩家将会被根据发言者的名字匹配。
options.hideSplashTexts	Hide Splash Texts	隐藏闪烁标语
options.hideSplashTexts.tooltip	Hides the yellow splash text in the main menu.	隐藏主菜单上的黄色闪烁标语。
options.invertMouse	Invert Mouse	鼠标反转
options.japaneseGlyphVariants	Japanese Glyph Variants	日本字形变体
options.japaneseGlyphVariants.tooltip	Uses Japanese variants of CJK characters in the default font	在默认字体中为CJK字符使用日本字形。
options.key.hold	Hold	按住
options.key.toggle	Toggle	切换
options.language	Language...	语言…
options.language.title	Language	语言
options.languageAccuracyWarning	(Language translations may not be 100%% accurate)	（语言翻译不一定100%%准确）
options.languageWarning	Language translations may not be 100%% accurate	语言翻译不一定100%%准确
options.mainHand	Main Hand	主手
options.mainHand.left	Left	左手
options.mainHand.right	Right	右手
options.mipmapLevels	Mipmap Levels	Mipmap级别
options.modelPart.cape	Cape	披风
options.modelPart.hat	Hat	帽子
options.modelPart.jacket	Jacket	外套
options.modelPart.left_pants_leg	Left Pants Leg	左裤腿
options.modelPart.left_sleeve	Left Sleeve	左袖
options.modelPart.right_pants_leg	Right Pants Leg	右裤腿
options.modelPart.right_sleeve	Right Sleeve	右袖
options.mouse_settings	Mouse Settings...	鼠标设置…
options.mouse_settings.title	Mouse Settings	鼠标设置
options.mouseWheelSensitivity	Scroll Sensitivity	滚轮灵敏度
options.multiplayer.title	Multiplayer Settings...	多人游戏设置…
options.multiplier	%sx	%s×
options.narrator	Narrator	复述功能
options.narrator.all	Narrates All	复述所有
options.narrator.chat	Narrates Chat	复述聊天消息
options.narrator.notavailable	Not Available	不可用
options.narrator.off	OFF	关
options.narrator.system	Narrates System	复述系统消息
options.notifications.display_time	Notification Time	通知显示时长
options.notifications.display_time.tooltip	Affects the length of time that all notifications stay visible on the screen.	影响所有通知在屏幕上停留的时长。
options.off	OFF	关
options.off.composed	%s: OFF	%s：关
options.on	ON	开
options.on.composed	%s: ON	%s：开
options.online	Online...	在线选项…
options.online.title	Online Options	在线选项
options.onlyShowSecureChat	Only Show Secure Chat	仅显示安全的聊天
options.onlyShowSecureChat.tooltip	Only display messages from other players that can be verified to have been sent by that player, and have not been modified.	仅显示来自其他玩家的可验证为该玩家发送且未被修改的消息。
options.operatorItemsTab	Operator Items Tab	管理员用品标签页
options.particles	Particles	粒子效果
options.particles.all	All	全部
options.particles.decreased	Decreased	少量
options.particles.minimal	Minimal	最少
options.percent_add_value	%s: +%s%%	%s：+%s%%
options.percent_value	%s: %s%%	%s：%s%%
options.pixel_value	%s: %spx	%s：%spx
options.prioritizeChunkUpdates	Chunk Builder	区块构建器
options.prioritizeChunkUpdates.byPlayer	Semi Blocking	半阻塞
options.prioritizeChunkUpdates.byPlayer.tooltip	Some actions within a chunk will recompile the chunk immediately. This includes block placing & destroying.	区块内部的某些行为会导致区块立刻重新编译。这包括放置或破坏方块。
options.prioritizeChunkUpdates.nearby	Fully Blocking	全阻塞
options.prioritizeChunkUpdates.nearby.tooltip	Nearby chunks are always compiled immediately. This may impact game performance when blocks are placed or destroyed.	附近的区块总会被立刻编译。这可能影响放置或破坏方块时的游戏性能。
options.prioritizeChunkUpdates.none	Threaded	线程化
options.prioritizeChunkUpdates.none.tooltip	Nearby chunks are compiled in parallel threads. This may result in brief visual holes when blocks are destroyed.	附近的区块会在并行的线程中编译。这可能导致破坏方块时短暂出现图像空洞。
options.rawMouseInput	Raw Input	原始输入
options.realmsNotifications	Realms News & Invites	Realms新闻与邀请
options.reducedDebugInfo	Reduced Debug Info	简化调试信息
options.renderClouds	Clouds	云
options.renderDistance	Render Distance	渲染距离
options.resourcepack	Resource Packs...	资源包…
options.screenEffectScale	Distortion Effects	屏幕扭曲效果
options.screenEffectScale.tooltip	Strength of nausea and Nether portal screen distortion effects.\nAt lower values, the nausea effect is replaced with a green overlay.	反胃状态效果和下界传送门所使用的屏幕扭曲效果的强度。\n值较低时，反胃的扭曲效果会被一层绿色的视觉效果替代。
options.sensitivity	Sensitivity	鼠标灵敏度
options.sensitivity.max	HYPERSPEED!!!	超高速！！！
options.sensitivity.min	*yawn*	*哈欠*
options.showSubtitles	Show Subtitles	显示字幕
options.simulationDistance	Simulation Distance	模拟距离
options.skinCustomisation	Skin Customization...	自定义皮肤…
options.skinCustomisation.title	Skin Customization	自定义皮肤
options.sounds	Music & Sounds...	音乐和声音…
options.sounds.title	Music & Sound Options	音乐和声音选项
options.telemetry	Telemetry Data...	遥测数据…
options.telemetry.button	Data Collection	数据收集
options.telemetry.button.tooltip	"""%s"" includes only the required data.\n""%s"" includes optional, as well as the required data."	“%s”仅包含必要数据。\n“%s”包含可选数据和必要数据。
options.telemetry.disabled	Telemetry is disabled.	遥测已禁用。
options.telemetry.state.all	All	全部
options.telemetry.state.minimal	Minimal	最少
options.telemetry.state.none	None	无
options.title	Options	选项
options.touchscreen	Touchscreen Mode	触屏模式
options.video	Video Settings...	视频设置…
options.videoTitle	Video Settings	视频设置
options.viewBobbing	View Bobbing	视角摇晃
options.visible	Shown	显示
options.vsync	VSync	垂直同步
outOfMemory.message	Minecraft has run out of memory.\n\nThis could be caused by a bug in the game or by the Java Virtual Machine not being allocated enough memory.\n\nTo prevent world corruption, the current game has quit. We've tried to free up enough memory to let you go back to the main menu and back to playing, but this may not have worked.\n\nPlease restart the game if you see this message again.	Minecraft已耗尽内存。\n\n原因可能是游戏存在漏洞，或分配给Java虚拟机的内存过少。\n\n为避免世界损坏，当前游戏已退出。我们已尝试腾出内存，让你可以回到主菜单并继续游戏，但这不一定奏效。\n\n如果你再次看见此消息，请重启游戏。
outOfMemory.title	Out of memory!	内存溢出！
pack.available.title	Available	可用
pack.copyFailure	Failed to copy packs	复制包失败
pack.dropConfirm	Do you want to add the following packs to Minecraft?	你确定要将这些包添加进Minecraft中吗？
pack.dropInfo	Drag and drop files into this window to add packs	将文件拖放到这个窗口内来添加包
pack.dropRejected.message	The following entries were not valid packs and were not copied:\n %s	以下项目不是有效的包，未能执行复制操作：\n %s
pack.dropRejected.title	Non-pack entries	所添加的内容不是包
pack.folderInfo	(Place pack files here)	（请将包放在这里）
pack.incompatible	Incompatible	不兼容
pack.incompatible.confirm.new	This pack was made for a newer version of Minecraft and may not work correctly.	这个包是为更新的Minecraft版本所打造的，在此版本可能不会正常工作。
pack.incompatible.confirm.old	This pack was made for an older version of Minecraft and may no longer work correctly.	这个包是为更旧的Minecraft版本所打造的，在此版本可能不会正常工作。
pack.incompatible.confirm.title	Are you sure you want to load this pack?	你确定要加载此包吗？
pack.incompatible.new	(Made for a newer version of Minecraft)	（适用于新版本的Minecraft）
pack.incompatible.old	(Made for an older version of Minecraft)	（适用于旧版本的Minecraft）
pack.nameAndSource	%s (%s)	%s（%s）
pack.openFolder	Open Pack Folder	打开包文件夹
pack.selected.title	Selected	已选
pack.source.builtin	built-in	内置
pack.source.feature	feature	功能
pack.source.local	local	本地
pack.source.server	server	服务器
pack.source.world	world	世界
painting.dimensions	%sx%s	%s×%s
painting.minecraft.alban.author	Kristoffer Zetterstrand	Kristoffer Zetterstrand
painting.minecraft.alban.title	Albanian	Albanian
painting.minecraft.aztec.author	Kristoffer Zetterstrand	Kristoffer Zetterstrand
painting.minecraft.aztec.title	de_aztec	de_aztec
painting.minecraft.aztec2.author	Kristoffer Zetterstrand	Kristoffer Zetterstrand
painting.minecraft.aztec2.title	de_aztec	de_aztec
painting.minecraft.bomb.author	Kristoffer Zetterstrand	Kristoffer Zetterstrand
painting.minecraft.bomb.title	Target Successfully Bombed	Target Successfully Bombed
painting.minecraft.burning_skull.author	Kristoffer Zetterstrand	Kristoffer Zetterstrand
painting.minecraft.burning_skull.title	Skull On Fire	Skull On Fire
painting.minecraft.bust.author	Kristoffer Zetterstrand	Kristoffer Zetterstrand
painting.minecraft.bust.title	Bust	Bust
painting.minecraft.courbet.author	Kristoffer Zetterstrand	Kristoffer Zetterstrand
painting.minecraft.courbet.title	Bonjour Monsieur Courbet	Bonjour Monsieur Courbet
painting.minecraft.creebet.author	Kristoffer Zetterstrand	Kristoffer Zetterstrand
painting.minecraft.creebet.title	Creebet	Creebet
painting.minecraft.donkey_kong.author	Kristoffer Zetterstrand	Kristoffer Zetterstrand
painting.minecraft.donkey_kong.title	Kong	Kong
painting.minecraft.earth.author	Mojang	Mojang
painting.minecraft.earth.title	Earth	Earth
painting.minecraft.fighters.author	Kristoffer Zetterstrand	Kristoffer Zetterstrand
painting.minecraft.fighters.title	Fighters	Fighters
painting.minecraft.fire.author	Mojang	Mojang
painting.minecraft.fire.title	Fire	Fire
painting.minecraft.graham.author	Kristoffer Zetterstrand	Kristoffer Zetterstrand
painting.minecraft.graham.title	Graham	Graham
painting.minecraft.kebab.author	Kristoffer Zetterstrand	Kristoffer Zetterstrand
painting.minecraft.kebab.title	Kebab med tre pepperoni	Kebab med tre pepperoni
painting.minecraft.match.author	Kristoffer Zetterstrand	Kristoffer Zetterstrand
painting.minecraft.match.title	Match	Match
painting.minecraft.pigscene.author	Kristoffer Zetterstrand	Kristoffer Zetterstrand
painting.minecraft.pigscene.title	Pigscene	Pigscene
painting.minecraft.plant.author	Kristoffer Zetterstrand	Kristoffer Zetterstrand
painting.minecraft.plant.title	Paradisträd	Paradisträd
painting.minecraft.pointer.author	Kristoffer Zetterstrand	Kristoffer Zetterstrand
painting.minecraft.pointer.title	Pointer	Pointer
painting.minecraft.pool.author	Kristoffer Zetterstrand	Kristoffer Zetterstrand
painting.minecraft.pool.title	The Pool	The Pool
painting.minecraft.sea.author	Kristoffer Zetterstrand	Kristoffer Zetterstrand
painting.minecraft.sea.title	Seaside	Seaside
painting.minecraft.skeleton.author	Kristoffer Zetterstrand	Kristoffer Zetterstrand
painting.minecraft.skeleton.title	Mortal Coil	Mortal Coil
painting.minecraft.skull_and_roses.author	Kristoffer Zetterstrand	Kristoffer Zetterstrand
painting.minecraft.skull_and_roses.title	Skull and Roses	Skull and Roses
painting.minecraft.stage.author	Kristoffer Zetterstrand	Kristoffer Zetterstrand
painting.minecraft.stage.title	The Stage Is Set	The Stage Is Set
painting.minecraft.sunset.author	Kristoffer Zetterstrand	Kristoffer Zetterstrand
painting.minecraft.sunset.title	sunset_dense	sunset_dense
painting.minecraft.void.author	Kristoffer Zetterstrand	Kristoffer Zetterstrand
painting.minecraft.void.title	The void	The void
painting.minecraft.wanderer.author	Kristoffer Zetterstrand	Kristoffer Zetterstrand
painting.minecraft.wanderer.title	Wanderer	Wanderer
painting.minecraft.wasteland.author	Kristoffer Zetterstrand	Kristoffer Zetterstrand
painting.minecraft.wasteland.title	Wasteland	Wasteland
painting.minecraft.water.author	Mojang	Mojang
painting.minecraft.water.title	Water	Water
painting.minecraft.wind.author	Mojang	Mojang
painting.minecraft.wind.title	Wind	Wind
painting.minecraft.wither.author	Mojang	Mojang
painting.minecraft.wither.title	Wither	Wither
painting.random	Random variant	随机样式
parsing.bool.expected	Expected boolean	应为布尔型
parsing.bool.invalid	Invalid boolean, expected 'true' or 'false' but found '%s'	无效的布尔型数据，应为“true”或“false”却出现了“%s”
parsing.double.expected	Expected double	应为双精度浮点型
parsing.double.invalid	Invalid double '%s'	无效的双精度浮点型数据“%s”
parsing.expected	Expected '%s'	缺少“%s”
parsing.float.expected	Expected float	应为浮点型
parsing.float.invalid	Invalid float '%s'	无效的浮点型数据“%s”
parsing.int.expected	Expected integer	应为整型
parsing.int.invalid	Invalid integer '%s'	无效的整型数据“%s”
parsing.long.expected	Expected long	应为长整型
parsing.long.invalid	Invalid long '%s'	无效的长整型数据“%s”
parsing.quote.escape	Invalid escape sequence '\\%s' in quoted string	双引号内的字符串包含无效的转义序列“\\%s”
parsing.quote.expected.end	Unclosed quoted string	字符串的双引号不成对
parsing.quote.expected.start	Expected quote to start a string	字符串的开头需要双引号
particle.invalidOptions	Can't parse particle options: %s	无法解析粒子选项：%s
particle.notFound	Unknown particle: %s	未知的粒子：%s
permissions.requires.entity	An entity is required to run this command here	需要一个实体来执行此命令
permissions.requires.player	A player is required to run this command here	需要一名玩家来执行此命令
potion.potency.1	II	II
potion.potency.2	III	III
potion.potency.3	IV	IV
potion.potency.4	V	V
potion.potency.5	VI	VI
potion.whenDrank	When Applied:	当生效后：
potion.withAmplifier	%s %s	%s %s
potion.withDuration	%s (%s)	%s（%s）
predicate.unknown	Unknown predicate: %s	未知的谓词：%s
quickplay.error.invalid_identifier	Could not find world with the provided identifier	无法找到具有指定标识符的世界
quickplay.error.realm_connect	Could not connect to Realm	无法连接至Realm
quickplay.error.realm_permission	Lacking permission to connect to this Realm	权限不足，无法连接至此Realm
quickplay.error.title	Failed to Quick Play	无法快速进入游戏
realms.missing.module.error.text	Realms could not be opened right now, please try again later	当前无法打开Realms，请稍后再试
realms.missing.snapshot.error.text	Realms is currently not supported in snapshots	快照当前不支持Realms
recipe.notFound	Unknown recipe: %s	未知的配方：%s
recipe.toast.description	Check your recipe book	请检查你的配方书
recipe.toast.title	New Recipes Unlocked!	新配方已解锁！
record.nowPlaying	Now Playing: %s	正在播放：%s
recover_world.bug_tracker	Report a Bug	报告漏洞
recover_world.button	Attempt to Recover	尝试恢复
recover_world.done.failed	Failed to recover from previous state.	无法从之前的状态恢复。
recover_world.done.success	Recovery was successful!	恢复成功！
recover_world.done.title	Recovery done	恢复已完成
recover_world.issue.missing_file	Missing file	缺失文件
recover_world.issue.none	No issues	没有问题
recover_world.message	"The following issues occurred while trying to read world folder ""%s"".\nIt might be possible to restore the world from an older state or you can report this issue on the bug tracker."	尝试读取世界文件夹“%s”时出现以下问题。\n可以尝试从先前的状态恢复此世界，也可以在漏洞追踪器上报告此问题。
recover_world.no_fallback	No state to recover from available	没有可以恢复的状态
recover_world.restore	Attempt to Restore	尝试恢复
recover_world.restoring	Attempting to restore world...	尝试恢复世界中…
recover_world.state_entry	State from %s: 	%s的状态：
recover_world.state_entry.unknown	unknown	未知
recover_world.title	Failed to load world	加载世界失败
recover_world.warning	Failed to load world summary	加载世界摘要失败
resourcePack.broken_assets	BROKEN ASSETS DETECTED	检测到损坏的资产
resourcepack.downloading	Downloading Resource Pack	正在下载资源包
resourcePack.high_contrast.name	High Contrast	高对比度
resourcePack.load_fail	Resource reload failed	重载资源失败
resourcePack.programmer_art.name	Programmer Art	Programmer Art
resourcepack.progress	Downloading file (%s MB)...	下载文件中（%s MB）…
resourcepack.requesting	Making Request...	正在发送请求…
resourcePack.server.name	World Specific Resources	世界指定资源包
resourcePack.title	Select Resource Packs	选择资源包
resourcePack.vanilla.description	The default look and feel of Minecraft	Minecraft的默认观感
resourcePack.vanilla.name	Default	默认
screenshot.failure	Couldn't save screenshot: %s	无法保存截图：%s
screenshot.success	Saved screenshot as %s	已将截图保存为%s
selectServer.add	Add Server	添加服务器
selectServer.defaultName	Minecraft Server	Minecraft服务器
selectServer.delete	Delete	删除
selectServer.deleteButton	Delete	删除
selectServer.deleteQuestion	Are you sure you want to remove this server?	你确定要删除此服务器吗？
selectServer.deleteWarning	'%s' will be lost forever! (A long time!)	“%s”将会永久消失！（真的很久！）
selectServer.direct	Direct Connection	直接连接
selectServer.edit	Edit	编辑
selectServer.hiddenAddress	(Hidden)	（隐藏）
selectServer.refresh	Refresh	刷新
selectServer.select	Join Server	加入服务器
selectServer.title	Select Server	选择服务器
selectWorld.access_failure	Failed to access world	加载世界失败
selectWorld.allowCommands	Allow Cheats	允许作弊
selectWorld.allowCommands.info	Commands like /gamemode, /experience	例如/gamemode、/experience等命令
selectWorld.allowCommands.new	Allow Commands	允许命令
selectWorld.backupEraseCache	Erase Cached Data	清除缓存数据
selectWorld.backupJoinConfirmButton	Create Backup and Load	创建备份并加载
selectWorld.backupJoinSkipButton	I know what I'm doing!	我知道我在做什么！
selectWorld.backupQuestion.customized	Customized worlds are no longer supported	自定义世界已不受支持
selectWorld.backupQuestion.downgrade	Downgrading a world is not supported	不支持对存档版本进行降级
selectWorld.backupQuestion.experimental	Worlds using Experimental Settings are not supported	使用“实验性设置”的世界不受支持
selectWorld.backupQuestion.snapshot	Do you really want to load this world?	你真的想加载此世界吗？
selectWorld.backupWarning.customized	Unfortunately, we do not support customized worlds in this version of Minecraft. We can still load this world and keep everything the way it was, but any newly generated terrain will no longer be customized. We're sorry for the inconvenience!	不巧，我们在这个版本的Minecraft中不支持自定义世界。我们可以继续加载这个世界并保持原状，但任何新生成的地形将不再被自定义。抱歉给你带来不便。
selectWorld.backupWarning.downgrade	This world was last played in version %s; you are on version %s. Downgrading a world could cause corruption - we cannot guarantee that it will load or work. If you still want to continue, please make a backup.	这个世界上次是在%s版本中打开的，你正在使用%s版本。降低世界的游戏版本可能会导致存档损坏——我们无法保证它可以被加载和运行。如果你仍要继续，请备份该存档。
selectWorld.backupWarning.experimental	This world uses experimental settings that could stop working at any time. We cannot guarantee it will load or work. Here be dragons!	这个世界使用的实验性设置可能会随时停止运作。我们无法保证这些设置将来能够加载或运作。务必谨慎！
selectWorld.backupWarning.snapshot	This world was last played in version %s; you are on version %s. Please make a backup in case you experience world corruptions.	这个世界上次是在%s版本中打开的，你正在使用%s版本。请备份你的世界，以防世界崩溃。
selectWorld.bonusItems	Bonus Chest	奖励箱
selectWorld.cheats	Cheats	作弊
selectWorld.commands	Commands	命令
selectWorld.conversion	Must be converted!	必须进行转换！
selectWorld.conversion.tooltip	This world must be opened in an older version (like 1.6.4) to be safely converted	此世界必须在较旧版本（比如1.6.4）中打开，以便安全转换
selectWorld.create	Create New World	创建新的世界
selectWorld.createDemo	Play New Demo World	进入新的试玩世界
selectWorld.customizeType	Customize	自定义
selectWorld.data_read	Reading world data...	读取世界数据中…
selectWorld.dataPacks	Data Packs	数据包
selectWorld.delete	Delete	删除
selectWorld.delete_failure	Failed to delete world	删除世界失败
selectWorld.deleteButton	Delete	删除
selectWorld.deleteQuestion	Are you sure you want to delete this world?	你确定要删除这个世界吗？
selectWorld.deleteWarning	'%s' will be lost forever! (A long time!)	“%s”将会永久消失！（真的很久！）
selectWorld.edit	Edit	编辑
selectWorld.edit.backup	Make Backup	进行备份
selectWorld.edit.backupCreated	Backed up: %s	已备份：%s
selectWorld.edit.backupFailed	Backup failed	备份失败
selectWorld.edit.backupFolder	Open Backups Folder	打开备份文件夹
selectWorld.edit.backupSize	size: %s MB	大小：%s MB
selectWorld.edit.export_worldgen_settings	Export World Generation Settings	导出世界生成设置
selectWorld.edit.export_worldgen_settings.failure	Export failed	导出失败
selectWorld.edit.export_worldgen_settings.success	Exported	导出成功
selectWorld.edit.openFolder	Open World Folder	打开世界文件夹
selectWorld.edit.optimize	Optimize World	优化世界
selectWorld.edit.resetIcon	Reset Icon	重置图标
selectWorld.edit.save	Save	保存
selectWorld.edit.title	Edit World	编辑世界
selectWorld.enterName	World Name	世界名称
selectWorld.enterSeed	Seed for the world generator	世界生成器的种子
selectWorld.experimental	Experimental	实验性
selectWorld.experimental.details	Details	详细信息
selectWorld.experimental.details.entry	Required experimental features: %s	需要的实验性功能：%s
selectWorld.experimental.details.title	Experimental feature requirements	实验性功能需求
selectWorld.experimental.message	Be careful!\nThis configuration requires features that are still under development. Your world might crash, break, or not work with future updates.	请注意！\n此配置需要使用仍在开发中的功能。你的世界可能会崩溃、损坏或不兼容未来的更新。
selectWorld.experimental.title	Experimental Features Warning	实验性功能警告
selectWorld.experiments	Experiments	实验性内容
selectWorld.experiments.info	Experiments are potential new features. Be careful as things might break. Experiments can't be turned off after world creation.	实验性内容，即仍在开发的新功能。请小心，启用这些内容有损坏风险。已开启的实验性内容在创建世界后将无法再关闭。
selectWorld.futureworld.error.text	Something went wrong while trying to load a world from a future version. This was a risky operation to begin with; sorry it didn't work.	试图加载来自未来版本的世界时发生错误。这本就并非万无一失，很抱歉没能成功。
selectWorld.futureworld.error.title	An error occurred!	出错了！
selectWorld.gameMode	Game Mode	游戏模式
selectWorld.gameMode.adventure	Adventure	冒险
selectWorld.gameMode.adventure.info	Same as Survival Mode, but blocks can't be added or removed.	与生存模式相同，但无法放置或破坏方块。
selectWorld.gameMode.adventure.line1	Same as Survival Mode, but blocks can't	与生存模式相同，但无法
selectWorld.gameMode.adventure.line2	be added or removed	放置或者移除方块
selectWorld.gameMode.creative	Creative	创造
selectWorld.gameMode.creative.info	Create, build, and explore without limits. You can fly, have endless materials, and can't be hurt by monsters.	无拘无束地探索创造。可以飞行，材料取之不尽，且不受怪物伤害。
selectWorld.gameMode.creative.line1	Unlimited resources, free flying and	无限的资源、自由地飞翔
selectWorld.gameMode.creative.line2	destroy blocks instantly	并且能够瞬间破坏方块
selectWorld.gameMode.hardcore	Hardcore	极限
selectWorld.gameMode.hardcore.info	Survival Mode locked to 'Hard' difficulty. You can't respawn if you die.	难度锁定为“困难”的生存模式，且死亡后无法重生。
selectWorld.gameMode.hardcore.line1	Same as Survival Mode, locked at hardest	难度锁定在困难的生存模式
selectWorld.gameMode.hardcore.line2	difficulty, and one life only	且只有一条生命
selectWorld.gameMode.spectator	Spectator	旁观
selectWorld.gameMode.spectator.info	You can look but don't touch.	你可以旁观，但不能互动。
selectWorld.gameMode.spectator.line1	You can look but don't touch	你可以旁观，但不能互动
selectWorld.gameMode.survival	Survival	生存
selectWorld.gameMode.survival.info	Explore a mysterious world where you build, collect, craft, and fight monsters.	探索未知的世界，尽情建造、收集、合成并与怪物战斗。
selectWorld.gameMode.survival.line1	Search for resources, craft, gain	探索世界、收集资源、合成道具、
selectWorld.gameMode.survival.line2	levels, health and hunger	提高等级、补充体力和生命值
selectWorld.gameRules	Game Rules	游戏规则
selectWorld.import_worldgen_settings	Import Settings	导入设置
selectWorld.import_worldgen_settings.failure	Error importing settings	导入设置时出错
selectWorld.import_worldgen_settings.select_file	Select settings file (.json)	选择设置文件（.json）
selectWorld.incompatible_series	Created by an incompatible version	创建于不兼容的版本
selectWorld.incompatible.description	This world cannot be opened in this version.\nIt was last played in version %s.	此世界无法在此版本中打开。\n最后一次打开此世界的版本是%s。
selectWorld.incompatible.info	Incompatible version: %s	不兼容的版本：%s
selectWorld.incompatible.title	Incompatible version	版本不兼容
selectWorld.incompatible.tooltip	This world cannot be opened because it was created by an incompatible version.	此世界在不兼容的版本上创建，故无法打开。
selectWorld.load_folder_access	Unable to read or access folder where game worlds are saved!	无法读取或访问游戏世界存档所在的文件夹！
selectWorld.loading_list	Loading World List	加载世界列表中
selectWorld.locked	Locked by another running instance of Minecraft	被另一个正在运行的Minecraft实例锁定
selectWorld.mapFeatures	Generate Structures	生成结构
selectWorld.mapFeatures.info	Villages, Shipwrecks, etc.	村庄、沉船等
selectWorld.mapType	World Type	世界类型
selectWorld.mapType.normal	Normal	普通
selectWorld.moreWorldOptions	More World Options...	更多世界选项…
selectWorld.newWorld	New World	新的世界
selectWorld.recreate	Re-Create	重建
selectWorld.recreate.customized.text	Customized worlds are no longer supported in this version of Minecraft. We can try to recreate it with the same seed and properties, but any terrain customizations will be lost. We're sorry for the inconvenience!	自定义世界在这个版本的Minecraft中已不受支持。我们可以尝试用同样的种子与选项重建它，但任何自定义的地形都会丢失。抱歉给你带来不便。
selectWorld.recreate.customized.title	Customized worlds are no longer supported	自定义世界已不受支持
selectWorld.recreate.error.text	Something went wrong while trying to recreate a world.	尝试重建世界时出错。
selectWorld.recreate.error.title	An error occurred!	出错了！
selectWorld.resource_load	Preparing Resources...	准备资源中…
selectWorld.resultFolder	Will be saved in:	将会保存于：
selectWorld.search	search for worlds	搜索世界
selectWorld.seedInfo	Leave blank for a random seed	留空以生成随机种子
selectWorld.select	Play Selected World	进入选中的世界
selectWorld.targetFolder	Save folder: %s	存档文件夹：%s
selectWorld.title	Select World	选择世界
selectWorld.tooltip.fromNewerVersion1	World was saved in a newer version,	世界是在更新的版本中被保存的，
selectWorld.tooltip.fromNewerVersion2	loading this world could cause problems!	加载这个世界可能会产生问题！
selectWorld.tooltip.snapshot1	Don't forget to back up this world	在这个快照中加载它之前，
selectWorld.tooltip.snapshot2	before you load it in this snapshot.	不要忘了备份这个世界！
selectWorld.unable_to_load	Unable to load worlds	无法加载世界
selectWorld.version	Version:	版本：
selectWorld.versionJoinButton	Load Anyway	仍然加载
selectWorld.versionQuestion	Do you really want to load this world?	你真的想加载此世界吗？
selectWorld.versionUnknown	unknown	未知
selectWorld.versionWarning	This world was last played in version %s and loading it in this version could cause corruption!	此世界上次是在%s版本中打开的，在此版本中加载可能会导致数据损坏！
selectWorld.warning.deprecated.question	Some features used are deprecated and will stop working in the future. Do you wish to proceed?	一些使用中的功能已被淘汰并会在将来失效。你确定要继续吗？
selectWorld.warning.deprecated.title	Warning! These settings are using deprecated features	警告！这些设置使用了已淘汰的功能
selectWorld.warning.experimental.question	These settings are experimental and could one day stop working. Do you wish to proceed?	这些设置是实验性的，将来可能停止运作。你确定要继续吗？
selectWorld.warning.experimental.title	Warning! These settings are using experimental features	警告！这些设置使用了实验性功能
selectWorld.warning.lowDiskSpace.description	There is not much space left on your device.\nRunning out of disk space while in game can lead to your world being damaged.	设备上的存储空间不足。\n运行游戏时磁盘空间不足可能会导致世界损坏。
selectWorld.warning.lowDiskSpace.title	Warning! Low disk space!	警告！磁盘空间不足！
selectWorld.world	World	世界
sign.edit	Edit Sign Message	编辑告示牌消息
sleep.not_possible	No amount of rest can pass this night	已入睡玩家的数量不足以跳过夜晚
sleep.players_sleeping	%s/%s players sleeping	%s/%s名玩家已入睡
sleep.skipping_night	Sleeping through this night	今夜将在睡梦中度过
slot.only_single_allowed	Only single slots allowed, got '%s'	只允许有单个槽位，实际为“%s”
slot.unknown	Unknown slot '%s'	未知的槽位“%s”
soundCategory.ambient	Ambient/Environment	环境
soundCategory.block	Blocks	方块
soundCategory.hostile	Hostile Creatures	敌对生物
soundCategory.master	Master Volume	主音量
soundCategory.music	Music	音乐
soundCategory.neutral	Friendly Creatures	友好生物
soundCategory.player	Players	玩家
soundCategory.record	Jukebox/Note Blocks	唱片机/音符盒
soundCategory.voice	Voice/Speech	声音/语音
soundCategory.weather	Weather	天气
spectatorMenu.close	Close Menu	关闭菜单
spectatorMenu.next_page	Next Page	下一页
spectatorMenu.previous_page	Previous Page	上一页
spectatorMenu.root.prompt	Press a key to select a command, and again to use it.	按下一个键来选择命令，再按一次来使用它。
spectatorMenu.team_teleport	Teleport to Team Member	传送到队伍成员
spectatorMenu.team_teleport.prompt	Select a team to teleport to	选择一支队伍作为传送目标
spectatorMenu.teleport	Teleport to Player	传送到玩家
spectatorMenu.teleport.prompt	Select a player to teleport to	选择一名玩家作为传送目标
stat_type.minecraft.broken	Times Broken	损坏次数
stat_type.minecraft.crafted	Times Crafted	合成次数
stat_type.minecraft.dropped	Dropped	丢弃个数
stat_type.minecraft.killed	You killed %s %s	你杀死了%s个%s
stat_type.minecraft.killed_by	%s killed you %s time(s)	%s杀死了你%s次
stat_type.minecraft.killed_by.none	You have never been killed by %s	你从来没有被%s杀死过
stat_type.minecraft.killed.none	You have never killed %s	你从来没有杀死过%s
stat_type.minecraft.mined	Times Mined	开采次数
stat_type.minecraft.picked_up	Picked Up	拾起个数
stat_type.minecraft.used	Times Used	使用次数
